Student ID,Fall_Diag,Winter_Diag
3534691609,428,472
3557811708,484,472
3515081508,413,473
3556521708,421,474
3571211608,459,474
3507911409,430,475
3515561708,452,476
4804319833,466,476
3557801708,449,477
3535111645,413,478
3554621808,425,478
3574241608,424,479
3518141634,424,481
3533751609,470,481
3532061708,462,485
3515511709,454,487
3546831509,429,488
3551161509,471,488
3511021509,484,489
3594091608,487,489
3502921745,399,491
3577251708,454,491
3560431508,454,492
3576991160,473,493
3577721535,460,493
3571491708,463,494
3589451745,452,494
5300749868,470,495
3574931335,491,496
3519451745,489,498
4804327562,445,498
3593281708,500,500
3594231609,476,502
3585181628,487,503
3513671808,455,504
3555081708,490,504
3560891845,449,504
3533881735,505,505
3513041608,474,507
3535541831,498,507
4804290982,500,507
3518001509,452,508
3535061608,506,508
3579121735,497,508
3515671708,485,511
3594321508,498,511
3527761508,475,513
3530361808,471,513
3504381608,472,514
3510401845,450,514
3545481708,476,514
3556321708,497,518
3574671908,475,518
1816000908,490,519
3572921609,513,519
3512481708,514,520
3514841608,519,520
3594341608,503,521
3537351508,516,522
4900784709,411,523
3585321708,495,524
3534771708,508,526
3577631060,493,526
3531931609,513,527
3534541531,526,527
3520361545,516,530
3505731608,458,531
3518011735,536,531
3571451708,519,531
3530191608,505,532
3546111708,509,532
3551991508,488,533
3518081160,499,535
3534841908,469,535
3505811608,501,539
3505811708,455,539
3569011428,524,539
3589571608,539,539
3508501688,522,543
4804295625,507,543
3510721608,476,545
3548671608,507,545
3556621635,566,545
3528251608,488,546
4804295762,512,546
3527541608,542,547
4804292858,520,548
3583841608,540,549
3576991545,530,550
4804234125,531,550
3528181708,476,552
3532401508,482,552
3548611608,509,553
3564921608,530,554
3511241635,524,562
3574761608,530,562
3551491609,585,564
3527781708,530,567
3589561608,550,567
3553371535,573,568
3574221608,587,568
3559751988,549,570
3569911060,565,570
3510851745,542,573
3545441545,561,574
3557181931,540,576
3545481731,542,577
3556711608,537,577
3551161608,539,580
3560631608,555,588
3557341708,545,590
3578291608,542,593
3551781635,580,603
3583561708,589,616
3555201608,581,620
3570051949,327,307
3566351949,338,335
3537541604,342,342
4804407398,310,342
4636091743,322,343
3520421949,373,344
3530421949,338,347
3565591949,330,347
3533071949,354,351
3547281949,347,355
3565581949,334,356
3519911949,359,360
3529051949,351,360
3585321949,336,361
3517011949,349,362
3519951949,335,362
3555941949,349,362
3557801949,351,362
3574251623,332,362
3557841913,333,366
3528901949,341,367
3560411949,388,367
3532761949,363,370
3559221949,358,372
3573321899,368,372
3509541949,344,374
3569521949,345,374
3557971949,345,375
3532831870,393,376
3510171949,339,378
3530241949,345,378
3548341949,343,378
3590691949,350,378
3517401949,339,380
3585641949,350,383
3509171949,344,385
3510691949,359,385
3513601949,347,385
3515691949,350,390
3556001949,384,391
3577411849,265,391
3575961823,367,394
3580961949,369,394
3589591823,392,394
3507631949,346,395
3516221949,355,396
3560631949,341,397
3578281949,344,397
3516241949,373,398
3548521870,334,399
3529301949,385,400
3519021949,360,402
3551341949,405,402
3572131949,357,402
3574001949,368,402
3580051949,394,403
3578391949,365,405
3512771804,354,406
3554891949,381,406
3549111949,353,407
3553981949,338,407
3557011949,372,407
3515381949,359,408
3529271895,394,408
3530461949,381,408
3573721949,336,408
3581551949,405,409
3585251949,408,409
3518351949,351,410
3509231849,352,411
3569331949,370,411
3590901949,384,411
3598281849,401,411
3581171949,380,412
3515671823,378,414
3550171723,390,416
3560341949,364,417
3580451949,411,417
3507991949,380,418
3517561949,336,418
3555961849,416,419
3557051849,409,419
3527911723,399,421
3516201949,392,422
3569331849,390,422
3531151949,374,426
3560101849,374,426
3572951949,365,427
3533761849,395,428
3545711723,404,429
3508831949,415,430
3555891849,413,430
3534951949,370,431
3558501849,420,431
3586311686,429,432
3573481949,419,434
3552121849,413,436
3554381949,406,437
3555961723,433,439
3557921613,415,440
3583031849,406,441
3513751949,411,442
3534101949,401,442
3577721849,406,443
3545721723,409,444
3579541949,405,445
3536471849,413,446
3551191849,405,447
3569341204,372,450
3535081795,472,452
3565741504,454,452
3536831796,457,453
3581811849,423,456
3516031804,396,458
3552021822,425,461
3554991949,409,461
3570101849,451,461
3574761891,415,461
3580561749,442,461
3513111849,440,462
3581311849,438,463
3511471849,404,464
3530831849,414,464
3514701849,401,465
3585021822,451,465
3534641823,420,466
3558231722,410,467
3533671949,406,468
3576171849,420,471
3509061849,413,472
3578281749,460,472
3532831796,461,473
3516201749,472,474
3534701723,454,475
3571001949,432,475
3575411849,395,478
3577051891,413,481
3554891775,445,483
3565581723,433,484
3517421549,473,485
3521051849,419,485
3525131770,467,485
3533691749,439,485
3577521749,425,485
3512421849,420,486
3560301549,446,487
3593851722,460,487
3529191722,436,488
3557531749,480,488
3577961749,472,488
3559041849,469,489
3576321786,455,489
3518811749,479,491
3535681849,459,491
3577341849,431,491
3516211749,476,492
3554491849,450,492
3569541749,478,493
3545591849,434,494
3532761849,450,496
3557701723,487,496
3514841649,505,497
3560411613,449,497
3510781749,501,498
3583031749,505,498
3590721791,456,498
3518361749,476,501
3585661523,479,501
3594241949,479,501
3574411849,460,502
3577991749,494,503
3569341770,446,504
3593521823,439,504
3552601749,483,505
3516191749,485,506
3510021749,491,507
0616160357,493,508
3510221823,516,508
3527891849,458,508
3578871896,512,508
3585081849,442,508
3510911649,486,509
3511661649,495,509
3514731813,450,510
3570151723,462,510
3513601886,499,511
4804328705,436,511
3570821749,485,512
3580121704,474,512
4804290612,474,512
3512421649,474,513
3534091949,478,513
3555521570,480,513
3532141749,494,515
3557801849,481,515
3572921404,517,515
3580551749,452,515
3594261649,511,515
3569711749,479,516
3510171775,406,517
3529191622,503,517
3531111849,475,518
3582501623,460,518
3517251749,476,519
3515211791,495,520
3507631749,460,521
3529181849,464,521
3581851749,457,521
3592681749,490,521
3508261723,501,522
3549111749,517,522
3576151849,509,522
3582021649,521,522
3505181849,467,523
3515361723,505,523
3553311849,518,523
3565621849,471,523
3523291649,505,524
3554381669,525,524
3554491949,513,524
3555521670,507,524
3556731770,503,524
3575601749,486,525
5929005828,453,525
3576151649,491,526
3577011723,511,526
3576991649,536,527
3508041649,531,528
3513671796,519,528
4804342587,522,528
3517711849,535,529
3550321531,507,529
3509171796,602,530
3554711649,526,530
3581311204,514,530
3530741849,475,531
3576991849,514,531
3577481949,504,531
3585641723,522,531
3516221749,541,533
3557801623,482,533
3580261649,529,533
3581071623,527,533
3510171549,518,534
3529051749,507,534
3534091749,518,535
3547211723,530,535
3569281649,522,535
3559351786,518,538
3583721749,508,538
3514741813,529,539
3517311649,520,539
3579541649,512,539
3571781704,500,540
3578351896,535,540
3559941786,518,541
3593131622,512,541
3569551749,490,542
3551341649,489,544
3551671696,504,545
3579081649,492,545
3585071849,515,545
3575471749,497,546
3575961649,531,546
3548521749,539,547
3559751649,564,547
3551201849,524,549
3581511613,528,549
3553051749,532,550
3554531749,524,550
3517401649,540,551
3576161849,534,551
3510261513,535,553
3581861749,507,554
3595731775,537,554
4804291888,578,554
3574681749,519,555
3509881649,530,556
3512811649,537,556
3535751804,548,557
3514901749,533,558
3598881649,533,558
3513031423,540,559
3532761649,552,559
3573671586,550,559
3581171649,551,560
3569331649,576,562
3589631649,548,562
3518351504,548,563
3505181649,536,564
3538311749,574,566
3569201649,547,568
3530301649,541,569
3569341649,569,569
3569711649,558,569
4804301887,550,569
3509791749,559,571
3521041796,502,571
3510291649,533,574
3554441649,548,578
3530741649,542,579
3510301649,547,582
3529091649,555,582
3572921649,554,582
3574421749,584,582
3507461649,564,584
3536471749,539,584
3530481649,548,585
3557011749,566,585
3509771749,550,589
3509781749,561,589
3593521604,550,589
3558501649,548,591
3553381622,580,593
3571001749,559,598
3519911649,573,600
3576001749,559,610
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
